"","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","Daily.events","Prioritising.workload","Writing.notes","Workaholism","Thinking.ahead","Final.judgement","Reliability","Keeping.promises","Loss.of.interest","Friends.versus.money","Funniness","Fake","Criminal.damage","Decision.making","Elections","Self.criticism","Judgment.calls","Hypochondria","Empathy","Eating.to.survive","Giving","Compassion.to.animals","Borrowed.stuff","Loneliness","Cheating.in.school","Health","Changing.the.past","God","Dreams","Charity","Number.of.friends","Punctuality","Lying","Waiting","New.environment","Mood.swings","Appearence.and.gestures","Socializing","Achievements","Responding.to.a.serious.letter","Children","Assertiveness","Getting.angry","Knowing.the.right.people","Public.speaking","Unpopularity","Life.struggles","Happiness.in.life","Energy.levels","Small...big.dogs","Personality","Finding.lost.valuables","Getting.up","Interests.or.hobbies","Parents..advice","Questionnaires.or.polls","Internet.usage","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy.Management","Biology","Chemistry","Reading","Geography","Foreign.languages","Medicine","Law","Cars","Art.exhibitions","Religion","Countryside..outdoors","Dancing","Musical.instruments","Writing","Passive.sport","Active.sport","Gardening","Celebrities","Shopping","Science.and.technology","Theatre","Fun.with.friends","Adrenaline.sports","Pets","Smoking","Alcohol","Healthy.eating","Finances","Shopping.centres","Branded.clothing","Entertainment.spending","Spending.on.looks","Spending.on.gadgets","Spending.on.healthy.eating","Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action"
"821",18,162,55,1,"female","right handed","secondary school","no","city","block of flats",2,1,1,1,2,1,4,4,2,3,3,1,1,2,1,2,5,1,5,1,1,2,3,2,5,1,1,3,4,1,3,"i am always on time","sometimes",4,3,1,3,3,1,4,3,2,1,3,4,3,2,5,4,2,5,1,4,3,4,2,"few hours a day",3,1,1,3,4,5,3,1,3,3,2,5,1,3,1,5,2,3,1,1,3,4,5,1,1,2,1,1,4,3,1,1,2,3,1,4,4,1,4,5,1,1,"2","3",4,2,2,1,4,3,1,5,5,3,2,2,2,4,5,3,5,2,2,4,4,4,4,5,3,1,4,5,1,2,5,5,3,3,3,2,3,4,2
"822",17,185,99,1,"male","right handed","secondary school","no","city","house/bungalow",3,3,4,3,3,5,5,5,3,5,5,4,5,5,1,4,5,5,2,4,3,4,1,4,3,5,5,5,1,4,2,"i am always on time","everytime it suits me",3,3,5,4,1,5,3,3,4,5,4,5,5,1,2,2,3,1,4,5,3,3,5,"few hours a day",4,2,3,5,3,5,4,3,3,4,5,4,1,1,1,5,5,1,4,3,2,1,5,3,1,3,3,4,5,1,5,3,1,1,1,3,3,5,4,5,1,5,"1","1",3,1,3,3,4,3,5,4,5,3,2,2,2,5,4,4,5,5,5,1,3,4,5,5,2,1,4,5,3,5,5,4,5,3,5,5,3,3,5
"823",19,175,60,1,"female","right handed","secondary school","no","city","block of flats",4,1,3,2,1,3,3,4,4,3,3,2,1,2,3,3,4,1,4,1,3,5,4,3,5,3,1,2,3,2,3,"i am often running late","everytime it suits me",3,4,3,3,3,3,2,3,3,3,4,3,2,1,4,3,3,3,2,5,2,1,3,"few hours a day",2,2,2,3,3,4,1,1,1,4,4,2,2,1,1,3,2,5,1,1,5,2,4,1,1,1,2,1,1,1,1,3,3,1,2,4,3,1,2,5,2,4,"5","5",1,4,3,3,5,3,1,2,5,4,3,1,1,2,3,5,4,1,3,5,4,3,3,3,4,1,2,3,2,2,4,2,3,3,3,4,2,2,3
"824",21,188,81,0,"male","right handed","secondary school","yes","city","block of flats",5,3,4,4,2,2,4,5,2,3,1,2,5,3,2,3,4,1,4,4,1,2,4,5,5,5,3,1,3,2,1,"i am always on time","only to avoid hurting someone",1,3,3,5,1,4,2,1,5,2,4,1,1,3,3,3,3,5,3,4,2,2,1,"few hours a day",2,2,1,1,2,2,3,4,5,2,4,4,3,1,1,4,3,5,1,1,1,3,3,1,2,2,2,1,2,1,4,5,3,3,1,3,4,3,2,5,5,1,"5","1",3,2,4,5,1,5,1,3,5,2,3,2,2,3,1,3,2,1,1,5,2,2,1,3,3,3,1,4,5,4,5,3,2,2,3,2,5,1,5
"825",29,170,58,1,"female","right handed","college/bachelor degree","no","city","house/bungalow",3,5,5,3,4,4,5,5,2,4,3,1,1,2,5,2,5,2,3,1,3,5,5,1,5,3,3,3,3,1,3,"i am often early","everytime it suits me",2,3,3,3,2,3,1,2,4,3,3,3,3,2,3,3,3,3,1,5,5,3,1,"most of the day",2,2,5,1,1,1,1,5,1,2,5,1,1,1,1,3,3,1,1,1,5,3,5,1,1,1,2,1,2,1,3,1,2,1,1,1,1,1,5,5,1,5,"5","3",3,4,1,1,3,3,3,3,5,3,1,1,2,5,1,3,5,3,2,1,3,2,5,3,2,1,5,5,1,3,4,2,1,1,5,5,5,4,3
"826",21,170,55,1,"female","","college/bachelor degree","no","city","block of flats",3,3,4,4,3,4,4,3,3,4,2,3,4,3,4,4,4,1,3,1,1,5,3,3,5,4,4,2,3,2,3,"i am often early","sometimes",2,3,4,3,1,3,4,4,4,4,3,5,4,4,3,2,3,3,4,5,3,3,2,"few hours a day",2,1,5,2,2,1,1,4,3,3,2,2,1,2,1,4,4,1,2,1,3,2,3,1,1,1,4,1,5,1,5,1,3,1,3,1,3,3,3,4,1,5,"2","5",4,2,2,3,4,4,2,4,4,3,1,3,1,4,2,2,5,4,2,1,2,2,2,4,2,1,2,5,4,3,3,3,4,4,5,5,5,2,2
"827",20,158,55,1,"female","right handed","secondary school","no","village","house/bungalow",1,3,5,2,2,1,5,4,4,5,2,2,5,5,2,4,4,4,4,1,2,4,3,3,5,3,1,2,2,1,2,"i am always on time","sometimes",4,2,4,5,4,2,2,4,2,3,2,3,2,5,3,2,1,3,1,4,4,3,4,"few hours a day",1,2,3,3,4,3,4,1,4,2,4,3,1,1,1,3,2,1,4,1,4,4,5,3,1,1,5,3,4,2,5,2,5,2,2,3,4,2,5,5,3,1,"2","5",3,1,4,2,3,2,1,4,5,3,3,3,1,4,4,4,5,3,3,3,3,5,5,3,4,1,4,5,2,2,4,4,1,3,4,4,3,2,2
"828",20,168,55,1,"female","right handed","secondary school","no","city","block of flats",2,2,2,3,3,3,4,3,3,4,4,2,1,3,5,4,5,3,5,1,2,5,4,2,5,4,2,3,3,2,4,"i am often early","only to avoid hurting someone",2,4,3,3,4,3,4,3,4,4,5,4,4,3,5,4,3,3,2,4,3,4,2,"few hours a day",2,3,2,3,2,2,2,2,4,2,2,3,2,1,1,4,2,3,2,1,5,3,4,3,2,1,5,1,4,2,3,1,3,1,1,4,5,1,4,5,1,2,"2","5",4,1,3,2,4,4,1,5,5,3,3,4,3,4,5,4,5,3,3,2,4,3,5,5,2,1,2,4,1,2,4,4,3,2,4,2,2,2,1
"829",19,184,80,1,"male","right handed","college/bachelor degree","no","village","house/bungalow",2,4,3,2,3,4,3,2,4,3,3,2,4,2,4,2,4,3,5,4,3,5,4,2,4,3,2,4,2,4,2,"i am often early","only to avoid hurting someone",4,2,3,4,2,3,5,3,2,4,3,2,4,3,4,2,4,2,3,1,4,3,2,"few hours a day",4,3,2,4,2,3,4,3,2,4,2,1,4,3,2,5,3,3,2,2,3,2,4,2,2,3,2,4,3,1,1,2,3,4,1,3,1,2,3,4,2,2,"2","3",2,4,3,2,4,2,5,3,1,3,4,1,2,1,2,4,5,3,4,5,2,1,3,3,4,4,1,5,4,5,4,3,2,4,2,3,3,2,5
"830",20,162,50,0,"female","right handed","college/bachelor degree","yes","city","block of flats",4,3,5,4,5,3,5,4,2,3,3,2,4,4,5,1,5,2,5,1,5,5,5,5,3,3,3,3,3,3,3,"i am often early","only to avoid hurting someone",4,5,3,4,3,3,1,2,4,4,5,1,4,3,4,3,3,3,4,4,3,5,3,"few hours a day",1,1,2,5,4,1,1,1,1,1,3,4,5,2,1,5,4,5,3,1,5,4,5,3,5,1,4,5,3,5,2,1,2,4,1,2,2,4,5,4,1,2,"2","3",4,3,2,3,1,2,4,5,5,3,1,2,2,5,4,3,5,5,4,3,2,4,4,4,2,1,3,5,3,4,5,3,5,3,4,4,2,2,5
"831",21,168,70,1,"female","right handed","secondary school","no","city","block of flats",2,3,4,4,4,2,5,4,3,5,3,1,5,4,5,3,5,3,5,1,5,5,5,3,5,4,1,1,4,1,4,"i am often running late","sometimes",2,2,4,4,3,3,2,5,4,3,4,4,3,4,4,3,4,3,2,5,3,4,2,"most of the day",1,1,2,1,5,5,3,4,3,4,4,4,1,5,4,5,5,1,5,5,5,2,5,5,5,1,3,3,5,5,5,2,2,5,2,1,3,4,4,5,5,5,"4","5",4,2,3,5,4,3,3,4,5,3,4,2,1,3,2,4,3,1,1,5,4,4,3,3,5,2,3,5,3,2,5,5,5,2,2,2,5,1,2
"832",17,170,50,2,"female","right handed","","no","village","house/bungalow",3,3,4,3,3,4,5,5,4,5,4,1,1,2,2,2,4,2,4,3,2,4,4,3,5,3,3,5,3,2,5,"i am always on time","only to avoid hurting someone",3,3,3,4,4,3,4,3,3,3,5,4,4,2,4,4,1,4,3,4,3,4,4,"few hours a day",3,3,3,1,3,3,3,2,4,2,4,3,3,3,2,5,3,4,3,3,3,3,5,3,5,5,5,4,4,3,2,2,4,1,2,4,4,4,4,5,4,3,"2","3",3,3,5,3,2,4,3,4,5,3,4,2,4,4,4,5,4,3,4,5,4,4,5,3,4,3,4,5,5,5,5,4,4,4,4,4,3,3,4
"833",20,165,57,1,"female","right handed","secondary school","yes","village","house/bungalow",3,3,1,2,1,1,5,3,1,4,3,1,1,1,5,3,5,5,5,1,4,5,5,2,5,3,1,5,3,3,3,"i am always on time","sometimes",3,2,4,4,3,4,5,5,4,5,3,1,3,3,5,3,3,3,1,5,5,3,3,"few hours a day",2,1,4,1,5,5,1,1,4,1,3,3,3,1,2,2,2,1,4,3,5,5,5,4,1,1,5,4,4,1,2,3,2,1,5,1,5,1,5,5,1,2,"2","3",2,1,5,2,2,5,1,4,5,3,3,4,5,5,5,2,5,3,4,1,4,4,5,3,4,1,5,3,1,1,4,3,2,1,5,5,5,2,3
"834",19,193,77,1,"male","right handed","secondary school","yes","city","block of flats",5,1,1,2,1,1,4,3,5,3,5,3,1,4,5,4,5,3,2,2,1,1,2,3,4,3,3,1,3,2,3,"i am always on time","sometimes",3,4,2,4,5,3,3,3,4,4,5,2,3,1,4,4,3,4,1,5,3,3,2,"few hours a day",1,1,3,2,2,5,2,2,2,1,3,5,5,2,4,5,3,5,2,2,5,2,4,2,4,1,4,1,4,1,2,1,4,3,1,1,3,3,5,5,1,1,"5","3",4,4,4,1,5,5,5,5,3,3,2,1,1,4,3,3,4,1,1,1,1,5,3,5,2,2,4,5,2,2,5,3,2,2,2,2,4,2,3
"835",21,179,76,1,"male","right handed","secondary school","no","city","block of flats",4,2,3,4,2,4,4,4,2,4,5,3,1,4,5,4,4,1,3,2,3,4,2,2,5,2,3,3,4,3,4,"i am often early","sometimes",3,4,2,4,4,3,2,4,4,2,4,3,3,2,4,5,3,3,2,4,4,4,1,"less than an hour a day",5,1,4,4,4,3,2,3,2,4,2,2,3,1,2,3,3,4,4,2,3,3,5,4,3,4,3,2,3,1,1,1,3,5,2,2,3,4,3,4,2,3,"2","3",4,2,3,4,4,2,2,3,4,3,4,3,2,4,4,3,5,4,2,2,2,2,3,2,2,2,3,5,3,4,4,3,4,4,3,3,4,3,4
"836",19,190,76,0,"male","right handed","secondary school","yes","city","block of flats",1,3,3,4,4,1,3,4,1,5,3,1,4,5,3,5,3,1,1,3,3,3,4,3,3,3,1,1,3,2,4,"i am always on time","sometimes",3,4,2,2,3,3,3,3,3,3,5,3,3,3,4,3,5,4,1,5,4,3,3,"few hours a day",1,2,1,1,3,2,1,4,3,1,4,1,1,4,4,5,5,2,1,1,2,4,3,1,1,3,1,1,5,2,1,1,5,5,1,1,1,3,2,5,1,1,"1","3",3,3,2,3,3,3,5,4,4,3,3,2,2,2,3,5,4,1,1,1,4,3,3,3,3,1,1,5,1,3,5,4,4,4,3,3,4,5,5
"837",19,187,88,0,"male","right handed","secondary school","yes","city","block of flats",4,2,2,2,2,3,2,4,2,5,5,1,4,2,5,1,4,4,4,5,3,4,2,1,5,4,4,2,4,1,5,"i am often running late","everytime it suits me",5,5,2,2,4,4,1,1,4,1,5,1,1,1,5,5,5,3,2,5,5,2,1,"few hours a day",1,1,1,3,1,1,1,4,1,3,2,3,4,1,1,4,4,3,3,3,4,4,4,2,2,5,1,1,4,1,5,2,5,5,1,4,4,5,3,4,4,4,"2","3",3,1,5,5,5,5,5,2,5,3,2,1,1,2,3,4,5,5,5,4,3,5,4,3,1,1,3,5,2,2,5,4,4,4,4,4,3,3,3
"838",20,183,65,3,"male","right handed","secondary school","no","city","block of flats",4,2,2,3,5,1,5,5,1,5,4,2,2,3,5,5,3,1,4,1,1,2,4,1,5,4,1,2,3,1,4,"i am always on time","only to avoid hurting someone",1,5,2,4,4,4,5,2,4,3,3,4,4,4,5,5,3,4,2,2,5,4,5,"few hours a day",4,1,2,3,2,1,1,2,4,2,3,2,4,4,5,4,3,1,5,5,5,5,5,5,1,1,4,4,5,5,5,1,3,5,2,1,1,5,5,5,3,3,"2","3",4,2,2,1,5,1,3,5,5,3,4,3,2,5,3,2,5,5,4,2,4,5,5,4,5,1,3,4,1,3,5,4,1,5,5,5,5,5,4
"839",21,170,58,0,"female","right handed","college/bachelor degree","yes","city","block of flats",2,1,1,1,1,2,4,3,2,5,4,1,2,2,5,1,5,1,4,3,4,5,3,1,4,2,2,2,4,2,5,"i am often running late","sometimes",2,4,3,2,3,3,2,3,4,2,5,3,4,2,4,4,3,3,4,2,4,1,1,"few hours a day",2,1,3,2,5,4,3,2,3,3,2,1,1,1,1,5,2,4,3,1,2,3,3,1,4,2,3,1,4,5,2,1,5,4,1,2,3,2,3,5,3,5,"4","3",3,3,4,4,4,4,4,4,5,5,4,1,1,1,2,5,4,1,1,4,5,3,4,4,4,2,1,5,5,4,5,3,2,1,4,5,2,1,4
"840",23,163,68,1,"female","right handed","masters degree","no","city","block of flats",3,1,4,2,2,3,4,4,4,3,3,1,2,1,4,4,4,4,2,4,3,3,3,2,4,4,3,3,3,2,4,"i am always on time","sometimes",2,4,4,3,2,4,2,2,4,4,4,2,4,4,3,4,2,3,3,5,2,3,3,"few hours a day",3,3,3,1,2,2,2,5,4,2,2,3,3,1,1,5,2,4,2,1,2,2,4,3,5,3,2,1,3,3,1,1,1,4,1,3,5,2,4,5,2,5,"5","5",3,2,4,3,4,4,3,5,4,3,4,2,1,2,4,4,3,1,2,3,3,3,4,4,4,1,2,5,4,3,4,4,3,2,5,5,2,2,2
"841",24,169,53,1,"female","right handed","college/bachelor degree","no","city","house/bungalow",3,2,3,2,4,1,3,4,4,3,2,1,1,2,5,3,4,2,4,4,4,5,4,2,2,4,2,2,4,3,3,"i am always on time","only to avoid hurting someone",3,4,3,3,3,2,3,5,4,3,4,3,3,4,4,4,3,3,4,1,2,4,3,"most of the day",2,2,3,2,2,4,2,4,5,3,1,4,3,3,2,5,3,2,2,2,3,3,2,2,2,3,1,1,3,3,3,3,4,3,2,5,4,3,3,4,3,3,"4","3",3,4,4,4,2,3,2,3,5,4,2,3,3,1,4,5,5,1,1,4,3,3,2,2,4,1,2,4,4,5,4,3,1,2,4,3,2,1,3
"842",19,185,65,3,"male","left handed","secondary school","no","city","block of flats",3,3,3,3,3,3,3,3,2,5,3,1,3,3,3,3,5,1,4,3,3,3,4,5,5,3,5,3,3,1,3,"i am always on time","only to avoid hurting someone",1,3,5,5,3,4,1,3,3,3,3,3,3,4,3,3,1,3,5,1,5,5,3,"few hours a day",5,3,1,3,4,4,4,3,3,2,3,1,1,1,1,4,4,2,2,2,3,2,5,2,2,3,1,1,1,5,5,5,5,5,1,1,1,1,1,5,4,1,"2","3",2,1,3,5,5,5,5,5,5,5,4,3,3,2,1,4,4,3,4,5,2,2,2,3,2,5,1,3,3,3,5,2,2,2,3,5,2,2,4
"843",24,164,62,2,"female","right handed","college/bachelor degree","yes","village","house/bungalow",2,5,5,5,5,3,5,4,1,5,3,1,5,5,5,4,3,1,5,3,5,5,5,1,2,2,2,4,3,1,3,"i am often early","sometimes",3,4,4,4,1,3,2,2,1,3,3,2,3,2,4,5,4,4,5,2,4,1,3,"few hours a day",1,5,5,3,5,5,5,1,5,3,5,2,3,2,2,3,5,1,1,1,5,2,3,1,1,2,1,1,3,2,2,1,5,3,2,1,4,5,4,5,2,4,"4","3",3,3,3,1,1,1,1,1,5,5,4,2,1,3,3,4,5,1,4,1,3,2,2,5,2,2,1,5,1,5,5,5,5,4,3,3,5,1,5
"844",20,177,70,1,"female","right handed","secondary school","no","city","house/bungalow",5,2,5,4,3,5,4,4,4,2,4,1,5,1,5,3,3,1,2,2,3,4,5,3,3,5,1,2,3,3,5,"i am always on time","sometimes",4,3,4,2,2,2,3,4,2,5,4,3,1,1,5,5,5,4,5,1,5,3,3,"few hours a day",1,1,1,1,5,1,5,4,5,3,5,3,5,1,1,5,3,5,1,1,5,5,5,4,5,5,3,5,5,4,1,2,5,5,3,4,5,5,4,5,5,5,"4","3",5,4,5,5,3,5,5,5,5,4,4,2,3,3,3,4,4,2,2,5,3,2,2,1,3,3,2,5,2,3,5,3,2,5,4,4,5,2,3
"845",30,184,78,2,"male","right handed","masters degree","no","city","block of flats",4,5,5,5,4,1,5,5,5,3,2,1,1,5,3,5,5,4,3,1,5,5,3,2,3,5,3,5,3,4,4,"i am always on time","sometimes",3,2,2,4,3,2,3,4,5,2,4,3,3,3,5,5,2,5,2,1,5,4,2,"few hours a day",1,1,1,1,1,3,1,1,3,1,5,4,5,5,5,5,5,5,2,1,5,1,5,3,3,4,5,5,5,4,4,5,5,5,5,3,3,4,5,4,4,4,"4","1",5,2,4,5,4,4,4,5,5,4,2,5,4,5,5,2,3,2,3,2,3,5,4,4,3,4,5,5,5,3,5,5,1,4,3,2,5,3,5
"846",20,165,56,1,"female","right handed","secondary school","yes","city","block of flats",4,3,3,3,2,1,3,4,4,5,3,2,4,1,2,3,3,1,5,2,4,4,3,3,5,3,3,3,5,2,3,"i am often running late","sometimes",3,4,4,4,3,2,4,3,4,3,4,5,3,5,4,3,1,3,2,5,3,3,1,"most of the day",2,5,3,3,3,4,4,5,5,4,5,3,3,2,1,3,3,2,1,3,5,4,5,1,3,3,3,1,4,2,1,3,2,3,1,4,4,1,3,5,2,4,"5","5",3,1,5,3,3,4,2,4,4,4,3,1,1,1,3,5,1,1,1,4,2,2,1,1,3,1,1,5,2,2,5,5,4,4,5,5,3,1,2
"847",23,171,54,4,"female","right handed","secondary school","no","city","block of flats",3,3,4,3,3,5,5,3,3,5,4,2,5,3,2,2,2,3,3,4,3,5,5,4,4,4,5,5,3,2,2,"i am often early","only to avoid hurting someone",2,4,4,3,2,4,2,5,4,3,3,5,5,4,4,3,1,3,5,4,4,4,5,"few hours a day",5,2,2,4,5,5,5,4,5,3,2,1,1,2,2,5,4,3,1,1,3,2,5,2,1,3,2,2,3,5,2,1,2,2,2,1,5,2,2,5,2,5,"5","3",3,4,4,3,4,4,4,4,5,3,5,2,2,3,3,4,2,1,1,4,2,4,2,2,3,5,3,5,3,3,5,5,5,2,2,4,4,2,3
"848",19,170,51,1,"female","left handed","secondary school","no","city","block of flats",1,1,2,3,2,4,4,3,3,4,3,2,5,3,3,4,5,2,5,2,3,4,3,5,4,3,2,4,3,1,3,"i am always on time","sometimes",2,2,5,5,3,4,3,5,4,4,3,4,5,5,4,3,5,3,1,5,3,1,3,"few hours a day",2,1,2,4,4,4,5,2,1,4,3,4,1,1,1,3,2,1,2,1,5,2,5,1,1,1,5,3,4,4,1,3,1,3,2,2,4,1,5,5,3,5,"2","5",3,1,1,2,5,5,3,5,5,2,3,4,2,5,5,5,5,2,2,1,4,4,5,5,2,1,4,5,1,2,5,5,3,3,5,5,4,1,2
"849",19,184,60,4,"male","right handed","college/bachelor degree","no","city","block of flats",3,3,3,4,2,3,3,1,1,4,3,2,4,2,3,5,4,1,2,1,2,3,1,1,5,3,1,5,4,1,5,"i am often running late","everytime it suits me",5,4,2,5,3,2,4,4,4,1,5,2,5,2,5,5,3,5,1,4,5,2,2,"few hours a day",1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,5,3,5,2,2,1,2,3,1,2,1,2,1,2,2,2,1,5,1,2,1,4,3,1,5,4,2,"4","5",4,3,4,5,5,5,5,5,5,2,2,1,1,3,1,3,5,3,4,1,4,2,3,5,1,2,1,3,1,2,3,4,4,2,1,2,1,1,3
"850",22,174,61,2,"female","left handed","college/bachelor degree","no","village","house/bungalow",3,2,2,1,2,1,4,3,4,3,3,2,1,2,1,1,3,3,2,4,5,4,5,5,4,2,2,1,2,3,3,"i am often running late","only to avoid hurting someone",1,4,5,2,4,4,1,2,5,2,4,1,2,2,4,5,4,4,2,4,3,2,1,"most of the day",1,3,4,1,4,3,2,5,3,2,1,2,3,5,4,5,4,2,2,1,4,3,2,3,1,1,4,3,4,3,4,4,4,5,3,2,3,1,4,5,2,4,"5","1",3,2,2,1,4,2,2,1,3,2,1,4,4,5,3,2,2,1,1,1,2,4,2,1,3,1,5,5,1,3,4,5,2,2,5,5,3,2,3
"851",17,175,68,0,"female","right handed","secondary school","yes","city","block of flats",2,1,5,3,5,3,4,5,1,3,4,2,1,3,1,4,5,2,5,2,4,5,5,2,4,5,3,3,4,1,2,"i am often early","sometimes",4,2,1,1,2,4,3,1,5,2,4,5,4,5,4,3,1,4,5,3,3,4,4,"few hours a day",3,4,1,2,5,1,1,3,2,4,2,3,1,1,1,4,2,1,5,4,5,4,5,4,3,2,1,4,3,1,1,1,4,1,1,4,5,3,3,4,1,5,"2","3",4,5,5,5,2,3,3,5,4,3,4,1,2,3,4,4,2,1,1,4,4,3,3,1,1,1,1,5,1,4,5,2,3,1,5,5,5,1,4
"852",20,183,67,2,"male","right handed","college/bachelor degree","no","city","block of flats",3,1,5,2,4,3,5,4,4,3,4,2,2,5,5,5,5,3,2,2,1,5,5,3,5,4,4,4,4,1,5,"i am often early","sometimes",2,5,2,4,4,3,3,5,3,4,3,4,2,1,5,5,3,4,2,2,4,5,3,"few hours a day",1,1,1,1,1,1,1,2,5,3,4,5,4,5,2,5,3,5,3,1,1,5,4,4,3,5,5,3,5,3,2,1,3,5,1,3,4,3,3,5,5,3,"5","3",3,1,5,5,5,5,3,3,5,5,3,1,1,2,2,2,2,1,2,5,3,2,2,2,2,5,1,5,5,5,5,5,2,5,3,3,5,2,5
"853",19,175,75,2,"male","right handed","secondary school","no","village","house/bungalow",5,2,1,1,5,3,5,5,4,4,2,2,5,2,1,3,5,1,5,3,2,5,5,1,5,2,2,4,4,3,4,"i am often early","only to avoid hurting someone",3,4,2,4,3,3,1,4,3,2,4,3,3,2,5,4,3,4,3,4,5,4,4,"few hours a day",1,1,2,2,2,2,1,2,2,1,4,4,1,3,1,4,4,5,3,2,1,5,4,2,4,5,2,2,3,2,1,1,5,5,2,5,4,3,1,5,4,5,"2","3",4,4,4,5,4,4,4,3,5,4,2,1,2,2,1,2,2,1,1,5,3,2,2,2,3,3,1,5,3,5,5,2,5,5,3,3,4,2,5
"854",30,175,68,4,"female","right handed","masters degree","no","village","house/bungalow",3,5,5,3,3,3,4,4,2,3,3,1,1,3,3,4,3,1,3,3,5,5,5,3,3,5,3,5,4,3,5,"i am always on time","sometimes",4,4,4,4,4,4,2,5,3,3,4,4,3,5,3,4,3,3,4,1,5,5,3,"few hours a day",1,1,1,1,1,2,3,3,4,1,3,3,2,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,5,3,3,4,5,3,4,3,4,3,5,5,3,5,"4","3",3,4,2,1,1,3,2,2,5,3,4,4,2,3,4,3,3,1,1,2,3,2,2,2,3,1,4,5,3,3,5,5,5,3,5,3,4,4,3
"855",27,180,75,0,"male","left handed","college/bachelor degree","yes","city","block of flats",5,3,4,3,5,1,3,3,3,5,4,2,2,2,5,3,3,1,5,4,1,5,4,3,2,3,2,4,4,2,5,"i am often running late","sometimes",3,3,2,5,4,2,4,3,4,5,2,3,4,3,4,5,3,4,5,4,5,4,2,"few hours a day",3,1,2,4,5,5,3,4,2,1,2,1,2,3,3,4,4,3,2,1,3,2,3,1,1,4,3,1,3,2,1,1,5,4,1,3,4,4,2,5,3,3,"2","5",3,2,5,4,5,4,3,3,5,2,4,2,1,1,2,3,3,1,1,5,3,3,2,2,2,1,1,4,3,3,5,5,3,2,2,2,3,1,4
"856",19,180,90,1,"male","right handed","college/bachelor degree","no","city","house/bungalow",2,4,4,3,5,1,4,4,3,4,4,1,3,3,5,5,4,2,4,2,3,2,5,3,5,4,4,3,3,1,2,"i am always on time","sometimes",4,3,4,4,2,4,2,4,2,2,4,5,4,1,5,4,4,3,4,4,5,4,3,"few hours a day",4,1,1,1,4,4,1,2,3,5,4,4,3,4,4,5,5,4,4,2,2,3,3,2,3,5,3,3,5,2,1,1,4,4,3,1,3,5,4,5,4,3,"5","3",3,3,1,4,4,4,5,4,5,4,5,3,3,3,2,5,4,3,4,5,4,2,3,2,4,4,2,5,3,4,5,3,4,4,4,4,5,4,5
"857",17,156,51,1,"female","right handed","secondary school","no","city","block of flats",5,3,4,3,4,2,4,5,4,4,5,2,4,3,1,4,5,1,3,1,5,4,5,2,5,3,2,1,4,2,4,"i am often early","only to avoid hurting someone",3,4,3,5,3,3,3,2,4,3,4,2,3,4,4,4,2,4,4,2,4,3,3,"few hours a day",2,2,2,2,4,5,5,1,4,2,4,2,3,4,1,5,2,4,2,4,3,4,5,2,3,1,3,1,3,1,2,1,5,4,2,5,5,3,4,5,2,5,"5","5",3,2,5,2,4,5,2,5,5,3,3,2,1,3,4,4,5,3,3,3,3,5,3,2,4,3,3,5,2,3,3,2,4,3,3,2,4,4,5
"858",20,192,80,1,"male","right handed","secondary school","no","village","block of flats",4,1,1,1,4,5,3,4,4,2,3,2,5,3,5,4,4,1,5,2,2,5,5,2,5,2,3,2,3,1,3,"i am often early","everytime it suits me",2,3,2,3,4,2,1,4,4,4,1,5,5,2,3,4,2,3,5,2,3,4,5,"most of the day",1,1,2,1,2,4,1,5,3,3,2,3,1,1,1,5,4,4,1,1,4,2,4,1,1,2,1,1,4,3,3,2,2,1,1,4,4,5,3,5,2,5,"5","3",3,4,5,2,2,3,5,5,5,4,4,2,3,3,5,4,3,1,2,2,3,3,3,4,2,5,2,5,4,4,5,3,4,4,5,5,3,3,4
"859",20,187,80,2,"male","right handed","secondary school","no","village","block of flats",4,2,1,4,3,1,4,4,2,3,1,3,2,2,1,3,3,1,5,1,2,2,5,5,5,1,2,1,4,1,1,"i am often early","sometimes",4,4,4,3,5,3,3,3,3,1,3,3,3,1,2,3,3,3,3,3,2,3,1,"few hours a day",1,1,1,1,1,1,1,1,1,3,5,3,3,2,1,4,3,3,2,1,5,3,5,2,3,4,1,1,3,2,5,2,5,3,1,1,2,3,2,5,5,1,"2","3",1,4,1,3,2,2,2,4,3,1,3,3,2,5,3,2,3,3,1,1,5,5,5,3,1,1,1,5,4,4,5,3,5,5,5,5,4,5,5
